"","FIELDID","Method","DateSampled","TotalFish","Richness","DarterCount","SunfishCount","SuckerCount","IntolerantCount","Percent_Tolerant","Percent_Omnivores","Percent_Piscivores","Percent_Lithophilic","Percent_Insectivores","COMID","finalwidth_ft","Richness_upper","Richness_lower","Darter_upper","Darter_lower","Sunfish_upper","Sunfish_lower","Sucker_upper","Sucker_lower","Intolerant_upper","Intolerant_lower","Tolerant_upper","Tolerant_lower","Omnivore_upper","Omnivore_lower","Insectivore_upper","Insectivore_lower","Piscivore_upper","Piscivore_lower","Lithophilic_upper","Lithophilic_lower","Richness_score","Darter_score","Sunfish_score","Sucker_score","Intolerant_score","Tolerant_score","Omnivore_score","Insectivores_score","Piscivores_score","Lithophilic_score","Total_score"
"172","lr-1","Seine",2013-05-31,96,0,2,3,1,0,70.8333333333333,62.5,0,17.7083333333333,37.5,10849810,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,-1,0,-2
"173","lr-1","Seine",2013-08-03,160,1,2,5,1,1,75,35.625,1.25,21.25,63.125,10849810,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,-1,1,1,1,0,0,1
"174","lr-1","Seine",2014-06-14,52,0,2,2,1,0,73.0769230769231,65.3846153846154,0,21.1538461538462,34.6153846153846,10849810,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,-1,0,-2
"175","lr-1","Seine",2014-08-08,74,0,2,2,1,0,67.5675675675676,32.4324324324324,0,33.7837837837838,62.1621621621622,10849810,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,1,-1,0,-1
"176","lr-1","Seine",2015-05-15,103,1,2,3,1,0,66.0194174757282,39.8058252427184,0,23.3009708737864,59.2233009708738,10849810,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,-1,0,-2
"177","lr-1","Seine",2015-08-07,136,0,2,3,1,0,70.5882352941177,35.2941176470588,1.47058823529412,29.4117647058824,63.2352941176471,10849810,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,1,0,0,0
"178","lr-1","Seine",2016-05-20,56,0,2,3,1,0,42.8571428571429,26.7857142857143,0,21.4285714285714,73.2142857142857,10849810,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,-1,1,-1,0,-3
"179","lr-1","Seine",2016-08-25,111,1,2,0,1,0,45.045045045045,35.1351351351351,0,27.9279279279279,64.8648648648649,10849810,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,-1,-1,-1,1,1,1,-1,0,-2
"180","lr-1","Seine",2017-08-25,124,1,2,4,1,0,45.9677419354839,31.4516129032258,0.806451612903226,18.5483870967742,65.3225806451613,10849810,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,-1,1,1,1,-1,0,0
"181","lr-10","Seine",2012-11-23,37,2,2,1,1,1,13.5135135135135,10.8108108108108,5.4054054054054,13.5135135135135,62.1621621621622,10849762,45.5,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,-1,-1,-1,-1,-1,1,1,0,-4
"182","lr-10","Seine",2013-06-07,169,1,0,0,1,0,28.9940828402367,28.9940828402367,0,10.6508875739645,69.8224852071006,10849762,45.5,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-7
"183","lr-10","Seine",2013-09-07,102,1,0,1,1,1,29.4117647058824,29.4117647058824,0.980392156862745,19.6078431372549,69.6078431372549,10849762,45.5,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-7
"184","lr-10","Seine",2014-06-27,130,1,1,3,1,0,35.3846153846154,35.3846153846154,0.769230769230769,8.46153846153846,60.7692307692308,10849762,45.5,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,1,0,-1,0,-5
"185","lr-10","Seine",2014-09-20,45,0,2,0,1,0,57.7777777777778,48.8888888888889,0,24.4444444444444,51.1111111111111,10849762,45.5,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,-1,-1,-1,1,1,0,-1,0,-3
"186","lr-10","Seine",2015-05-01,44,1,2,2,1,1,68.1818181818182,65.9090909090909,2.27272727272727,15.9090909090909,22.7272727272727,10849762,45.5,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,0,0,-1
"187","lr-10","Seine",2015-08-22,84,0,0,3,1,0,44.047619047619,42.8571428571429,0,21.4285714285714,57.1428571428571,10849762,45.5,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,1,0,-1,0,-3
"188","lr-10","Seine",2016-06-03,37,1,0,3,1,1,67.5675675675676,64.8648648648649,0,37.8378378378378,29.7297297297297,10849762,45.5,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,1,0,-1,0,-3
"189","lr-10","Seine",2016-08-26,203,2,2,2,1,1,25.1231527093596,24.6305418719212,0.492610837438424,16.7487684729064,73.3990147783251,10849762,45.5,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,-1,-1,1,-1,0,-5
"190","lr-10","Seine",2017-05-03,61,2,1,3,1,0,63.9344262295082,63.9344262295082,3.27868852459016,18.0327868852459,31.1475409836066,10849762,45.5,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,1,0,1,0,-1
"191","lr-10","Seine",2017-09-09,237,4,2,1,1,0,22.3628691983122,21.5189873417722,0,12.2362869198312,70.042194092827,10849762,45.5,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,-1,-1,-1,-1,-1,1,-1,0,-6
"192","lr-10","Seine",2018-05-29,115,3,1,3,1,0,31.304347826087,29.5652173913043,0,14.7826086956522,64.3478260869565,10849762,45.5,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-6
"193","lr-10","Seine",2018-09-14,190,4,1,2,1,0,11.5789473684211,11.5789473684211,0.526315789473684,11.0526315789474,85.7894736842105,10849762,45.5,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-6
"194","lr-10","Seine",2019-08-24,243,2,1,1,1,0,15.6378600823045,15.6378600823045,0,7.81893004115226,75.7201646090535,10849762,45.5,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-7
"195","lr-10","Seine",2020-08-21,134,1,1,3,1,0,12.6865671641791,11.9402985074627,0,19.4029850746269,73.134328358209,10849762,45.5,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-6
"196","lr-10","Seine",2021-09-03,57,1,1,2,1,0,29.8245614035088,26.3157894736842,0,12.280701754386,66.6666666666667,10849762,45.5,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-6
"197","lr-10","Seine",2022-07-05,26,1,1,1,0,0,3.84615384615385,3.84615384615385,0,3.84615384615385,88.4615384615385,10849762,45.5,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-7
"198","lr-10","Seine",2023-07-12,83,0,2,0,1,0,15.6626506024096,15.6626506024096,0,26.5060240963855,84.3373493975904,10849762,45.5,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,-1,-1,-1,-1,-1,1,-1,0,-6
"199","lr-11","Seine",2013-06-21,80,1,1,2,1,0,23.75,22.5,2.5,3.75,73.75,10850162,25,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,0,0,-5
"200","lr-11a","Seine",2014-06-27,95,3,1,2,1,1,17.8947368421053,16.8421052631579,6.31578947368421,15.7894736842105,74.7368421052632,10850162,30.4666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,1,0,-4
"201","lr-11a","Seine",2014-09-20,136,3,2,2,1,1,54.4117647058823,48.5294117647059,0.735294117647059,5.88235294117647,42.6470588235294,10850162,30.4666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,-1,0,-2
"202","lr-11a","Seine",2015-05-01,353,5,2,0,1,2,7.64872521246459,7.36543909348442,0,4.81586402266289,91.7847025495751,10850162,30.4666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,-1,-1,0,-1,-1,1,-1,0,-5
"203","lr-11a","Seine",2015-08-22,104,2,0,1,1,0,69.2307692307692,69.2307692307692,0.961538461538462,15.3846153846154,29.8076923076923,10850162,30.4666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,0,-4
"204","lr-11a","Seine",2016-06-03,185,4,2,1,2,0,35.1351351351351,33.5135135135135,0,6.48648648648649,56.7567567567568,10850162,30.4666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,-1,0,-1,-1,1,0,-1,0,-4
"205","lr-11a","Seine",2016-08-26,312,6,1,2,0,1,41.9871794871795,41.025641025641,0.32051282051282,0.961538461538462,29.8076923076923,10850162,30.4666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,1,0,-1,-1,-4
"206","lr-11a","Seine",2017-05-31,115,5,1,0,0,0,26.0869565217391,26.0869565217391,0,2.60869565217391,70.4347826086957,10850162,30.4666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-7
"207","lr-11a","Seine",2017-09-09,614,5,1,0,1,0,9.12052117263844,8.63192182410423,0,2.93159609120521,87.785016286645,10850162,30.4666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-7
"208","lr-11a","Seine",2018-05-29,232,5,1,1,0,1,16.3793103448276,14.6551724137931,0,1.29310344827586,80.1724137931034,10850162,30.4666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-7
"209","lr-11a","Seine",2018-09-14,224,6,1,2,1,1,13.8392857142857,10.2678571428571,3.125,7.14285714285714,85.2678571428571,10850162,30.4666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,1,0,-4
"210","lr-11a","Seine",2019-08-24,354,4,2,1,1,0,28.5310734463277,26.271186440678,0,3.95480225988701,70.9039548022599,10850162,30.4666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,-1,-1,-1,-1,-1,1,-1,0,-6
"211","lr-11a","Seine",2020-08-21,187,5,2,1,1,0,4.81283422459893,4.27807486631016,0,2.67379679144385,90.9090909090909,10850162,30.4666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,-1,-1,-1,-1,-1,1,-1,0,-6
"212","lr-11a","Seine",2021-09-03,106,5,1,2,0,1,5.66037735849057,5.66037735849057,0.943396226415094,3.77358490566038,93.3962264150943,10850162,30.4666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-6
"213","lr-11a","Seine",2022-07-05,38,4,0,3,1,1,10.5263157894737,7.89473684210526,7.89473684210526,7.89473684210526,63.1578947368421,10850162,30.4666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,1,0,-4
"214","lr-11a","Seine",2023-07-19,240,4,3,1,1,0,16.25,15.4166666666667,0,7.91666666666667,82.0833333333333,10850162,30.4666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,-1,-1,-1,-1,-1,1,-1,0,-6
"215","lr-12","Seine",2013-05-31,211,2,2,5,1,2,88.6255924170616,72.5118483412322,0.4739336492891,10.9004739336493,25.5924170616114,10849800,29.1666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,0,1,1,0,-1,0,0
"216","lr-12","Seine",2013-08-09,255,2,2,4,2,2,80,32.5490196078431,0.784313725490196,27.843137254902,64.7058823529412,10849800,29.1666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,0,1,1,1,-1,0,2
"217","lr-12","Seine",2014-05-10,48,0,2,2,1,0,77.0833333333333,68.75,0,43.75,22.9166666666667,10849800,29.1666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,-1,0,-2
"218","lr-12","Seine",2014-07-11,62,1,2,3,2,1,69.3548387096774,41.9354838709677,1.61290322580645,29.0322580645161,43.5483870967742,10849800,29.1666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,0,-1,1,1,0,0,0,0
"219","lr-12","Seine",2014-08-09,44,0,1,4,1,0,75,38.6363636363636,4.54545454545455,34.0909090909091,52.2727272727273,10849800,29.1666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,1,0,1,0,0
"220","lr-12","Seine",2015-05-29,116,1,2,2,2,1,69.8275862068966,52.5862068965517,0,32.7586206896552,43.1034482758621,10849800,29.1666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,0,-1,1,1,0,-1,0,-1
"221","lr-12","Seine",2015-08-14,124,2,2,2,2,2,83.8709677419355,55.6451612903226,0,34.6774193548387,40.3225806451613,10849800,29.1666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,0,0,1,1,0,-1,0,0
"222","lr-12","Seine",2015-09-12,285,3,2,3,2,2,61.0526315789474,27.0175438596491,0,20.7017543859649,71.2280701754386,10849800,29.1666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,0,0,1,-1,1,-1,0,-1
"223","lr-12","Seine",2016-05-19,146,0,2,4,1,0,47.2602739726027,23.2876712328767,0,18.4931506849315,65.7534246575342,10849800,29.1666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,-1,1,-1,1,-1,0,-2
"224","lr-12","Seine",2016-08-13,111,2,1,2,2,1,52.2522522522522,39.6396396396396,0,8.10810810810811,58.5585585585586,10849800,29.1666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,0,-1,1,1,0,-1,0,-2
"225","lr-12","Seine",2017-05-03,142,1,2,1,2,1,47.887323943662,39.4366197183099,0,13.3802816901408,60.5633802816901,10849800,29.1666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,-1,0,-1,1,1,0,-1,0,-2
"226","lr-12","Seine",2017-08-12,172,2,2,1,1,1,32.5581395348837,24.4186046511628,0,12.2093023255814,75,10849800,29.1666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,-1,-1,-1,-1,-1,1,-1,0,-6
"227","lr-12","Seine",2018-09-14,137,2,1,2,2,1,47.4452554744526,40.8759124087591,0,17.5182481751825,59.1240875912409,10849800,29.1666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,0,-1,1,1,0,-1,0,-2
"228","lr-12","Seine",2019-08-23,153,3,1,3,1,2,43.7908496732026,20.9150326797386,47.0588235294118,7.84313725490196,27.4509803921569,10849800,29.1666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,0,1,-1,0,1,0,-2
"229","lr-12","Seine",2020-08-20,123,3,1,4,2,2,45.5284552845528,35.7723577235772,0.813008130081301,9.75609756097561,60.1626016260163,10849800,29.1666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,1,0,0,1,1,0,-1,0,0
"230","lr-12","Seine",2021-09-02,82,2,2,3,1,1,37.8048780487805,28.0487804878049,0,7.31707317073171,69.5121951219512,10849800,29.1666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,-1,-1,1,-1,0,-5
"231","lr-12","Seine",2022-07-20,89,4,1,3,2,2,30.3370786516854,22.4719101123595,0,21.3483146067416,66.2921348314607,10849800,29.1666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,0,0,-1,-1,1,-1,0,-4
"232","lr-12","Seine",2023-07-12,167,2,3,3,2,2,39.5209580838323,22.1556886227545,0,34.1317365269461,77.2455089820359,10849800,29.1666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,0,0,1,-1,1,-1,0,-1
"233","lr-2","Seine",2013-05-10,806,1,1,4,1,0,98.3870967741936,97.8908188585608,0,2.35732009925558,1.86104218362283,10850168,29.0666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,1,-1,-1,0,-3
"234","lr-2","Seine",2013-09-06,43,0,1,1,0,0,27.906976744186,13.953488372093,0,72.093023255814,86.046511627907,10850168,29.0666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-6
"235","lr-2","Seine",2014-05-03,37,0,1,1,0,0,89.1891891891892,81.0810810810811,0,5.4054054054054,16.2162162162162,10850168,29.0666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,0,-4
"236","lr-2","Seine",2014-08-22,39,1,1,2,1,1,46.1538461538462,23.0769230769231,0,23.0769230769231,53.8461538461538,10850168,29.0666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,-1,0,-1,0,-5
"237","lr-2","Seine",2016-05-21,49,1,1,4,0,1,55.1020408163265,22.4489795918367,2.04081632653061,0,65.3061224489796,10850168,29.0666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,-1,1,0,-1,-3
"238","lr-2","Seine",2016-08-12,106,2,0,3,1,1,66.9811320754717,44.3396226415094,0,41.5094339622642,42.4528301886792,10850168,29.0666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,1,0,-1,0,-3
"239","lr-2","Seine",2017-08-11,208,3,1,3,1,0,38.4615384615385,19.7115384615385,0.480769230769231,25,73.5576923076923,10850168,29.0666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-6
"240","lr-2","Seine",2018-05-11,86,1,1,1,1,0,81.3953488372093,62.7906976744186,0,3.48837209302326,37.2093023255814,10850168,29.0666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,0,-4
"241","lr-2","Seine",2018-08-23,127,3,1,0,1,0,44.8818897637795,3.93700787401575,0,2.36220472440945,95.2755905511811,10850168,29.0666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,-1,1,-1,0,-5
"242","lr-2","Seine",2019-08-18,161,3,1,4,1,1,55.2795031055901,22.9813664596273,1.24223602484472,4.96894409937888,71.4285714285714,10850168,29.0666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,-1,1,0,0,-2
"243","lr-2","Seine",2020-08-19,81,1,1,3,1,0,38.2716049382716,6.17283950617284,4.93827160493827,3.7037037037037,86.4197530864197,10850168,29.0666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,1,0,-4
"244","lr-2","Seine",2021-08-27,171,3,1,3,0,0,14.6198830409357,2.33918128654971,0.584795321637427,1.16959064327485,83.0409356725146,10850168,29.0666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-6
"245","lr-2","Seine",2023-05-04,44,1,2,3,0,0,20.4545454545455,2.27272727272727,2.27272727272727,2.27272727272727,95.4545454545455,10850168,29.0666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,-1,-1,1,0,0,-4
"246","lr-3","Seine",2015-08-29,39,0,2,0,0,0,38.4615384615385,35.8974358974359,0,20.5128205128205,61.5384615384615,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,-1,-1,-1,-1,1,0,-1,0,-5
"247","lr-5","Seine",2013-05-18,174,1,2,2,1,0,75.8620689655172,40.2298850574713,0,14.367816091954,57.4712643678161,10849756,18.5666666666667,14,10,3,2,3.15633333333334,1.57816666666667,2,2,3.52766666666667,1.7824,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,-1,0,-2
"248","lr-5","Seine",2013-08-10,189,0,1,4,1,0,72.4867724867725,31.7460317460317,0,33.8624338624339,66.6666666666667,10849756,18.5666666666667,14,10,3,2,3.15633333333334,1.57816666666667,2,2,3.52766666666667,1.7824,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,1,1,-1,0,-1
"249","lr-5","Seine",2014-06-13,126,0,1,2,1,0,85.7142857142857,36.5079365079365,0,15.8730158730159,62.6984126984127,10849756,18.5666666666667,14,10,3,2,3.15633333333334,1.57816666666667,2,2,3.52766666666667,1.7824,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,1,1,-1,0,-2
"250","lr-5","Seine",2014-08-22,217,0,2,4,1,0,91.705069124424,25.8064516129032,0,25.3456221198157,72.3502304147465,10849756,18.5666666666667,14,10,3,2,3.15633333333334,1.57816666666667,2,2,3.52766666666667,1.7824,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,-1,1,-1,1,-1,0,-2
"251","lr-5","Seine",2015-05-15,75,0,1,1,1,0,90.6666666666667,57.3333333333333,0,26.6666666666667,42.6666666666667,10849756,18.5666666666667,14,10,3,2,3.15633333333334,1.57816666666667,2,2,3.52766666666667,1.7824,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,0,-4
"252","lr-5","Seine",2015-08-14,141,0,1,5,1,0,90.0709219858156,56.0283687943262,0.709219858156028,24.822695035461,42.5531914893617,10849756,18.5666666666667,14,10,3,2,3.15633333333334,1.57816666666667,2,2,3.52766666666667,1.7824,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,1,0,-1,0,-2
"253","lr-5","Seine",2016-05-19,90,0,1,1,1,0,70,40,0,15.5555555555556,60,10849756,18.5666666666667,14,10,3,2,3.15633333333334,1.57816666666667,2,2,3.52766666666667,1.7824,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,0,-4
"254","lr-5","Seine",2016-08-25,176,0,1,3,1,0,91.4772727272727,40.3409090909091,0,17.0454545454545,59.6590909090909,10849756,18.5666666666667,14,10,3,2,3.15633333333334,1.57816666666667,2,2,3.52766666666667,1.7824,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,1,0,-1,0,-3
"255","lr-6","Seine",2013-06-07,62,0,2,3,1,0,62.9032258064516,37.0967741935484,0,19.3548387096774,62.9032258064516,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,1,-1,0,-1
"256","lr-6","Seine",2013-09-06,112,1,2,5,1,1,31.25,11.6071428571429,1.78571428571429,35.7142857142857,81.25,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,-1,-1,-1,1,0,0,-3
"257","lr-6","Seine",2014-06-14,32,0,2,1,0,0,34.375,31.25,0,21.875,68.75,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,-1,-1,-1,-1,1,1,-1,0,-4
"258","lr-6","Seine",2014-08-01,62,0,2,3,1,0,50,19.3548387096774,4.83870967741935,22.5806451612903,75.8064516129032,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,-1,1,1,0,-1
"259","lr-8","Seine",2013-05-11,75,0,1,1,1,0,68,66.6666666666667,0,22.6666666666667,29.3333333333333,10849778,15,14,10,3,2,2.55,1.275,2,2,2.85,1.44,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,0,-4
"260","lr-8","Seine",2013-09-13,329,0,1,3,1,0,62.9179331306991,43.4650455927052,2.7355623100304,37.0820668693009,50.4559270516717,10849778,15,14,10,3,2,2.55,1.275,2,2,2.85,1.44,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,1,0,0,0,-1
"261","lr-8","Seine",2014-05-02,138,0,1,0,1,0,51.4492753623188,43.4782608695652,0,44.9275362318841,46.3768115942029,10849778,15,14,10,3,2,2.55,1.275,2,2,2.85,1.44,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,0,-4
"262","lr-8","Seine",2014-09-05,246,1,1,3,1,0,69.1056910569106,51.6260162601626,5.6910569105691,29.2682926829268,34.1463414634146,10849778,15,14,10,3,2,2.55,1.275,2,2,2.85,1.44,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,1,0,1,0,0
"263","main1","Seine",2016-09-23,179,1,1,5,1,1,37.9888268156425,26.8156424581006,13.4078212290503,24.0223463687151,53.072625698324,10848426,10,12,7.6,2.2,1.1,1.7,0.85,1.4,0.66,1.9,0.96,39,75,31,72,62,15,3,1,47,1,-1,-1,1,0,0,-1,-1,0,1,0,-2
"264","main1","Seine",2020-07-30,316,1,1,4,1,1,49.0506329113924,37.6582278481013,6.0126582278481,8.54430379746835,55.379746835443,10848426,10,12,7.6,2.2,1.1,1.7,0.85,1.4,0.66,1.9,0.96,39,75,31,72,62,15,3,1,47,1,-1,-1,1,0,0,1,1,0,1,0,2
